1	 0.0000000	
7	 2.71881631	
5	 2.83268154	
3	 2.97541887	
5	 3.25638918	
5	 8.23486734	
3	 8.42057983	
7	 8.48643747	
9	 8.52154394	
1	 8.53634457	
9	 8.64228147	
5	 8.66252603	
7	 8.78322242	
5	 8.86410821	
7	 8.8687808	
7	 8.91695539	
5	 9.0166041	
3	 9.06349786	
5	 9.09464949	
3	 9.12471797	
5	 10.5868584	
5	 10.9554918	
3	 10.9856317	
1	 11.0254190	
9	 11.8486266	
9	 13.3832008	
7	 13.39213290	
5	 13.43190338	
7	 13.5484990	
3	 13.64873556	
5	 13.6833579	
5	 13.68365905	
11	 13.7165200	
3	 13.777668	
9	 13.7893619	
7	 13.8709071	
11	 13.936026	
5	 13.938884	
9	 14.0477596	
7	 14.1342545	
5	 14.1939185	
3	 14.19758401	
3	 14.2279247	
9	 14.3027590	
11	 14.3258922	
11	 14.32872908	
5	 14.33738425	
9	 14.34032994	
3	 14.34065127	
7	 14.39211337	
7	 14.42257518	
9	 14.42818740	
7	 14.4287113	
5	 14.43024639	
1	 14.45365319	
7	 14.4620078	
5	 14.5223112	
3	 14.5348412	
9	 14.5888022	
7	 14.59881073	
9	 14.61564135	
3	 14.62123567	
3	 14.6389756	
7	 14.6478588	
5	 14.65037773	
7	 14.69012052	
5	 14.69608321	
9	 14.7530445	
5	 14.7590337	
5	 14.88955769	
7	 14.96299725	
9	 14.97602748	
5	 14.98671559	
3	 14.99211602	
7	 15.01190125	
7	 15.06716110	
5	 15.12382234	
1	 15.1538470	
1	 15.1776442	
5	 15.21855798	
3	 15.23365822	
7	 15.25214138	
3	 15.2878495	
5	 15.31909392	
7	 15.5265486	
5	 15.5287878	
3	 15.568613	
5	 15.9153228	
7	 15.9393234	
3	 15.9405429	
9	 15.9664416	
5	 15.9758642	
1	 15.982807	
1	 16.0070763	
7	 16.0084396	
3	 16.0881585	
5	 16.1658537	
3	 16.2345513	
5	 16.2349447	
1	 16.2361718	
7	 16.2474236	
9	 16.2806657	
7	 16.56357367	
5	 16.58016355	
5	 16.5923001	
7	 16.6119390	
11	 16.6276286	
3	 16.6584978	
5	 16.6976365	
9	 16.7059857	
3	 16.7546253	
1	 16.7978843	
3	 16.82025668	
7	 16.8288007	
5	 16.83211383	
9	 16.8413528	
3	 16.84495003	
1	 16.8497173	
5	 16.85078209	
13	 16.85329769	
11	 16.85365487	
5	 16.8559342	
3	 16.85666730	
7	 16.86060079	
5	 16.86358255	
7	 16.86623155	
9	 16.87831320	
11	 16.88176497	
9	 16.89532653	
3	 16.9036208	
7	 16.9166292	
9	 16.9478894	
11	 16.95184521	
5	 16.95534862	
9	 16.95674232	
3	 16.9577119	
5	 16.9610552	
7	 16.97583585	
7	 16.9901470	
9	 16.99134796	
5	 16.9949660	
7	 16.9955294	
11	 16.9960234	
5	 17.0122163	
3	 17.0159525	
1	 17.0619787	
5	 17.0662760	
3	 17.0990884	
9	 17.1022443	
5	 17.1101770	
3	 17.1133384	
11	 17.1177911	
9	 17.1189423	
7	 17.12600346	
5	 17.13174953	
9	 17.13707847	
7	 17.14225130	
7	 17.1596554	
3	 17.173856	
3	 17.1833476	
5	 17.2022888	
7	 17.2113702	
9	 17.2192839	
3	 17.2211985	
5	 17.2314782	
5	 17.2373624	
7	 17.2486108	
5	 17.2514153	
3	 17.2636997	
7	 17.2748607	
9	 17.2828746	
5	 17.3218931	
7	 17.3256878	
1	 17.4308570	
3	 17.4794794	
7	 17.5068945	
5	 17.5120929	
5	 17.5489714	
3	 17.5727979	
7	 17.7822251	
7	 17.95476061	
5	 17.96320072	
1	 18.0879720	
3	 18.0894065	
5	 18.0926706	
11	 18.0949477	
13	 18.09568329	
3	 18.0961690	
7	 18.0989828	
5	 18.0998577	
7	 18.1043311	
9	 18.1046513	
9	 18.1053318	
11	 18.1056930	
3	 18.1080306	
5	 18.1080462	
13	 18.11022925	
15	 18.11023601	
7	 18.1107156	
5	 18.11072053	
7	 18.11333880	
9	 18.11334157	
11	 18.11449075	
13	 18.11449506	
9	 18.11497173	
11	 18.11497510	
3	 18.1284280	
11	 18.1516231	
5	 18.1532205	
9	 18.1541631	
3	 18.1547516	
7	 18.1632014	
7	 18.1706753	
9	 18.1710871	
5	 18.1729963	
3	 18.2115635	
5	 18.2177815	
1	 18.2378070	
5	 18.2663016	
7	 18.290884	
3	 18.2954395	
9	 18.2996528	
5	 18.3059815	
7	 18.3202757	
5	 18.3480939	
3	 18.3516644	
11	 18.3532240	
9	 18.3538239	
7	 18.3572822	
5	 18.3578455	
7	 18.3624299	
9	 18.3627249	
7	 18.3662474	
5	 18.3662543	
11	 18.3677369	
13	 18.3677406	
